0|-159474.416|0.000|0.000|1000000.000|1|1000000.000|135637.529|598|1|199
1|-155997.297|0.000|0.000|2200000.000|2|1100000.000|133112.953|594|4|197
2|-155729.340|0.000|0.000|1000000.000|1|1000000.000|116964.698|596|2|249
3|-160524.521|0.000|0.000|2200000.000|2|1100000.000|129542.481|596|5|235
4|-163782.237|0.000|0.000|1000000.000|1|1000000.000|127316.743|596|2|226
5|-163703.947|0.000|0.000|0.000|0|0.000|126631.144|600|0|225
6|-138578.582|0.000|0.000|4200000.000|4|1050000.000|125514.411|593|9|213
7|-162180.478|0.000|0.000|1000000.000|1|1000000.000|127065.291|597|2|209
8|-153754.798|0.000|0.000|3000000.000|3|1000000.000|127841.393|593|6|206
9|-147914.803|0.000|0.000|3000000.000|3|1000000.000|126660.863|592|7|232
10|-146645.527|0.000|0.000|2200000.000|2|1100000.000|126119.144|594|5|203
11|-143506.012|0.000|0.000|1000000.000|1|1000000.000|118651.669|597|1|233
12|-139338.471|0.000|0.000|4200000.000|4|1050000.000|129677.359|590|8|204
13|-154109.738|56543.834|-35.770|1000000.000|1|1000000.000|125402.654|596|2|214
14|-166208.895|20619.719|-201.517|0.000|0|0.000|121888.057|600|0|146
15|-118948.389|16081.675|-227.069|9000000.000|9|1000000.000|126658.528|580|19|40
16|-146669.538|15524.689|-276.038|2200000.000|2|1100000.000|109954.946|594|5|118
17|-136021.013|15443.911|-340.646|2200000.000|2|1100000.000|98459.507|592|6|356
18|-152147.954|12899.235|-407.413|0.000|0|0.000|98575.504|599|0|481
19|-152084.965|12671.128|-470.849|0.000|0|0.000|98213.855|599|0|513
20|-114809.818|11539.815|-537.182|0.000|0|0.000|87231.897|599|0|110
21|-106509.260|10034.097|-598.344|0.000|0|0.000|81193.647|599|0|34
22|-107036.402|9821.449|-650.443|0.000|0|0.000|85287.811|599|0|87
23|-125482.377|9285.308|-696.413|2400000.000|2|1200000.000|98009.632|593|5|510
24|-91127.997|9429.049|-755.873|4200000.000|4|1050000.000|82694.372|591|8|17
25|-83204.182|8847.061|-807.096|4200000.000|4|1050000.000|80594.878|589|10|1
26|-70205.121|10972.470|-836.017|9000000.000|9|1000000.000|82871.252|580|18|0
27|-53598.824|11055.773|-882.066|14600000.000|15|973333.333|83475.573|562|37|0
28|-49200.305|18646.457|-890.157|20800000.000|21|990476.190|89190.267|546|55|0
29|-56326.151|20856.576|-898.470|16800000.000|16|1050000.000|82543.710|557|41|0
30|-56532.627|25224.169|-923.407|16000000.000|16|1000000.000|87764.699|563|36|2
31|-58441.156|28558.493|-932.788|13600000.000|14|971428.571|86341.119|564|34|0
32|-63558.944|30272.439|-912.816|14400000.000|14|1028571.429|89257.592|568|30|1
33|-40244.593|37612.218|-894.894|21400000.000|22|972727.273|88189.256|546|53|0
34|-25875.683|42948.946|-871.492|31400000.000|31|1012903.226|89336.796|518|80|0
35|-38325.337|47350.678|-839.946|23600000.000|24|983333.333|90141.257|545|54|0
36|-43218.212|50911.298|-806.736|20400000.000|21|971428.571|87277.770|553|46|0
37|-27384.928|58564.360|-783.014|31600000.000|32|987500.000|92030.087|525|74|115
38|-49782.072|64470.238|-781.423|22200000.000|21|1057142.857|90486.798|546|53|0
39|-82254.504|67146.866|-780.309|16800000.000|17|988235.294|96937.898|566|32|369
40|-145186.964|64490.300|-777.914|1000000.000|1|1000000.000|100729.556|597|2|473
41|-27507.873|67997.221|-767.445|28600000.000|28|1021428.571|87879.820|536|63|0
42|-10401.463|74190.907|-769.973|40200000.000|41|980487.805|90458.271|512|87|0
43|-19302.913|84156.229|-776.940|32600000.000|32|1018750.000|87231.710|529|69|0
44|-38468.306|88110.075|-779.016|24400000.000|25|976000.000|89148.401|547|53|17
45|-21007.478|92090.859|-812.140|33000000.000|34|970588.235|93320.890|523|76|28
46|27873.391|98370.115|-812.868|59000000.000|59|1000000.000|96129.419|472|127|0
47|116.136|107512.286|-777.555|47000000.000|46|1021739.130|94763.204|490|108|39
48|-18638.004|112752.878|-735.617|39800000.000|40|995000.000|97601.071|521|78|73
49|3560.345|115215.106|-702.766|51600000.000|52|992307.692|103887.152|488|110|68
50|-8629.041|124863.998|-678.189|44800000.000|44|1018181.818|101750.908|504|95|30
51|9078.022|130728.986|-655.886|60000000.000|60|1000000.000|105862.719|479|121|2
52|10132.532|140270.663|-609.502|66200000.000|65|1018461.538|115128.676|457|141|2
53|35684.047|146394.746|-569.044|76800000.000|74|1037837.838|109864.890|389|143|3
